Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Hong Kong Cricket Club L2,15,13,2,59,0,2,0,0,46,14
Giant 2,15,13,2,58,2,2,0,6,46,14
Hong Kong Football Club L2B,15,7,8,31,0,2,0,0,27,33
Hong Kong Football Club L2A,15,5,10,26,0,2,0,0,22,38
Perrier Serigo Tacchini KCC L2,15,5,10,24,6,1,2,0,21,39
Hong Kong Football Club L2C,15,2,13,16,1,0,4,0,18,42
