Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
i-MASK Advance Squash Club 6,20,20,0,105,0,3,0,0,85,15
Hong Kong Football Club 9,20,16,4,98,0,2,0,0,82,18
Star River 1,20,10,10,54,0,3,0,0,44,56
ALPHA CUHK 1,20,7,13,40,2,3,1,0,34,66
Revolution,20,4,16,31,10,1,0,0,28,72
Twister 1,20,3,17,30,4,4,0,1,27,73
