Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Perrier Sergio Tacchini KCC 1,16,13,3,44,0,0,0,1,32,16
Food Angel,16,10,6,39,0,0,1,0,30,18
Young Player 1,16,7,9,30,0,0,0,0,23,25
Hong Kong Football Club 1,16,6,10,23,0,0,0,0,18,30
Young Player 2,16,4,12,21,0,0,0,0,17,31
