Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Perrier Sergio Tacchini KCC M2,18,18,0,93,0,5,0,0,75,15
Hong Kong Football Club M2B,18,14,4,73,0,0,0,2,59,31
Hong Kong Football Club M2A,18,10,8,63,5,5,0,0,53,37
American Club - Yacht Club,18,8,10,50,0,0,0,0,42,48
RICCI HALL OLD BOYS' ASSOCIATION,18,8,10,44,3,0,2,0,39,51
Discovery Bay Masters 2,18,5,13,41,10,7,0,0,36,54
Titlows Master,18,0,18,11,0,1,0,0,11,79
