Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Kwai Tsing District Squash Club 2,18,16,2,84,0,1,0,0,68,22
Kinetic 6,18,11,7,63,0,0,0,1,52,37
Progressive Squash Club,18,11,7,60,0,3,0,0,51,39
Hong Kong Fire Service 2,18,10,8,56,4,0,1,0,49,41
Head Shatin 5,18,8,10,50,0,0,0,1,42,47
Mad Hatters,17,5,12,33,0,0,1,0,35,50
7NT,17,1,16,13,1,1,0,0,12,73
