Team,Played,Won,Lost,Points,CRs Given,CRs Received,WOs Given,WOs Received,Rubbers For,Rubbers Against
Hong Kong Cricket Club M1,16,13,3,65,0,2,0,0,52,12
HK Club Gold,16,10,6,47,5,1,0,0,38,26
Hong Kong Football Club M1A,16,7,9,36,0,0,0,0,28,36
Hong Kong Football Club M1B,16,5,11,27,0,4,0,0,21,43
Clearwater Bay,16,5,11,26,2,0,0,0,21,43
