Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc,Total Rubbers
JESSICA L1,100.0,100.0,100.0,100.0,3
Kowloon Cricket Club L1B,100.0,100.0,100.0,100.0,3
Hong Kong Cricket Club L1,100.0,0.0,0.0,33.333333333333336,6
Kowloon Cricket Club L1A,0.0,100.0,0.0,33.333333333333336,3
Hong Kong Football Club L1,0.0,0.0,0.0,0.0,3
