Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
United Services Recreation Club M4,10,8,2,43,35,15
SKCSC,10,8,2,40,32,18
Hong Kong Football Club M4A,10,5,5,33,28,22
Hong Kong Football Club M4B,10,6,4,32,26,24
WAKO,10,5,5,30,25,25
Royal Hong Kong Yacht Club M4,10,5,5,29,24,26
Hong Kong Club Blue,10,2,8,19,17,33
Bolton,10,1,9,14,13,37
