Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
JESSICA L4,9,9,0,34,25,2
Hong Kong Cricket Club L4,9,8,1,28,20,7
Hong Kong Football Club JSA,8,5,3,20,16,8
Hong Kong Football Club L4,9,3,6,14,11,16
JESSICA Smashin' Mochi,8,2,6,9,7,17
Electrify Squash Ladies,9,1,8,7,6,21
i-Mask Advance Squash Club L4,8,2,6,6,5,19
