Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
JESSICA L3,10,6,4,25,19,11
Hong Kong Football Club L3B,10,6,4,21,15,15
i-Mask Advance Squash Club L3,10,5,5,21,16,14
Hong Kong Football Club L3A,10,5,5,18,13,17
Hong Kong Cricket Club Rockettes,10,4,6,18,14,16
Hong Kong Football Club L3C,10,4,6,17,13,17
