Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club M4A,21,16,5,91,75,30
SKCSC,21,16,5,87,71,34
United Services Recreation Club M4,21,14,7,82,68,37
Hong Kong Football Club M4B,21,12,9,72,60,45
WAKO,21,10,11,59,49,56
Royal Hong Kong Yacht Club M4,21,8,13,49,41,64
Bolton,21,5,16,33,28,77
Hong Kong Club Blue,21,3,18,29,28,77
