Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Royal Hong Kong Yacht Club Div 15,18,12,6,71,59,31
Squashathon One,18,10,8,58,49,41
HKIS Div 15,18,11,7,54,43,47
Hong Kong Cricket Club 8,18,8,10,53,45,45
Physical Chess 5,18,10,8,52,44,46
United Services Recreation Club 4,18,8,10,50,44,46
Sha Tin 7,18,4,14,35,31,59
