Home Team,Away Team,Venue,Match Week,Date
TNG 2,Happy Squash 4,Cornwall Street Squash Centre,2,2025-10-10
Fusion Squash Club 3,Squashathon One,HK Squash Centre,2,2025-10-10
Kinetic 4,Yuen Long District Sports Association Limited,Pei Ho Street Sports Centre,2,2025-10-10
Hong Kong Football Club 13,Kinetic 4,Hong Kong Football Club,3,2025-10-17
Squashathon One,Electrify Squash Div 13,Cornwall Street Squash Centre,3,2025-10-17
Happy Squash 4,Fusion Squash Club 3,Wai Tsuen Sports Centre,3,2025-10-17
Kowloon Cricket Club 13,TNG 2,Kowloon Cricket Club,3,2025-10-17
Fusion Squash Club 3,Kowloon Cricket Club 13,HK Squash Centre,4,2025-10-24
Electrify Squash Div 13,Happy Squash 4,HK Squash Centre,4,2025-10-24
Kinetic 4,Squashathon One,Pei Ho Street Sports Centre,4,2025-10-24
Yuen Long District Sports Association Limited,Hong Kong Football Club 13,Yuen Long Jockey Club Squash Courts,4,2025-10-24
Squashathon One,Yuen Long District Sports Association Limited,HK Squash Centre,5,2025-10-31
Happy Squash 4,Kinetic 4,Yeung Uk Road Sports Centre,5,2025-10-31
Kowloon Cricket Club 13,Electrify Squash Div 13,Kowloon Cricket Club,5,2025-10-31
Fusion Squash Club 3,TNG 2,HK Squash Centre,5,2025-10-31
Electrify Squash Div 13,TNG 2,HK Squash Centre,6,2025-11-07
Kinetic 4,Kowloon Cricket Club 13,Pei Ho Street Sports Centre,6,2025-11-07
Happy Squash 4,Yuen Long District Sports Association Limited,Yeung Uk Road Sports Centre,6,2025-11-07
Hong Kong Football Club 13,Squashathon One,Hong Kong Football Club,6,2025-11-07
Happy Squash 4,Hong Kong Football Club 13,Wai Tsuen Sports Centre,7,2025-11-14
Kowloon Cricket Club 13,Yuen Long District Sports Association Limited,Kowloon Cricket Club,7,2025-11-14
Kinetic 4,TNG 2,Pei Ho Street Sports Centre,7,2025-11-14
Fusion Squash Club 3,Electrify Squash Div 13,HK Squash Centre,7,2025-11-14
Kinetic 4,Fusion Squash Club 3,Pei Ho Street Sports Centre,8,2025-11-21
Yuen Long District Sports Association Limited,TNG 2,Yuen Long Jockey Club Squash Courts,8,2025-11-21
Hong Kong Football Club 13,Kowloon Cricket Club 13,Hong Kong Football Club,8,2025-11-21
Happy Squash 4,Squashathon One,Yeung Uk Road Sports Centre,8,2025-11-21
Kowloon Cricket Club 13,Squashathon One,Kowloon Cricket Club,9,2025-11-28
