Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc
Hong Kong Football Club M1B,0.0,0.0,0.0,0.0
Hong Kong Football Club M1A,0.0,-50.0,50.0,0.0
Ladies Recreation Club M1,-33.33333333333333,-33.33333333333333,16.66666666666667,-16.66666666666666
Hong Kong Cricket Club M1A,-50.0,-50.0,0.0,-33.333333333333336
Hong Kong Cricket Club M1B,-50.0,-100.0,-100.0,-83.33333333333333
