Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Hong Kong Football Club M4A,80.0,100.0,80.0,40.0,40.0,68.0,25
SKCSC M4,75.0,25.0,50.0,75.0,75.0,60.0,20
WAKO,60.0,40.0,60.0,80.0,60.0,60.0,25
Kowloon Cricket Club M4,40.0,80.0,80.0,40.0,20.0,52.0,25
Hong Kong Club Blue,0.0,25.0,50.0,75.0,100.0,50.0,20
Hong Kong Football Club M4B,50.0,50.0,75.0,50.0,25.0,50.0,20
Royal Hong Kong Yacht Club M4,25.0,75.0,25.0,25.0,75.0,45.0,20
Hong Kong Cricket Club M4,50.0,50.0,50.0,50.0,0.0,40.0,20
Bolton,80.0,40.0,0.0,20.0,40.0,36.0,25
United Services Recreation Club M4,25.0,0.0,25.0,50.0,75.0,35.0,20
