Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
i-Mask Advance Squash Club 5,40.0,100.0,80.0,100.0,60.0,76.0,25
GMDBB,100.0,50.0,50.0,75.0,100.0,75.0,20
Electrify Squash Div 11,75.0,75.0,75.0,75.0,50.0,70.0,20
The Zero Squash Club D11,80.0,100.0,40.0,40.0,80.0,68.0,25
Alpha CUHK,80.0,20.0,100.0,60.0,20.0,56.0,25
7NT,40.0,40.0,80.0,40.0,25.0,45.0,24
South China Athletic Association,50.0,75.0,25.0,25.0,25.0,40.0,20
ZOMA,25.0,25.0,50.0,25.0,50.0,35.0,20
Tuen Mun Squash Club,50.0,25.0,25.0,25.0,25.0,30.0,20
Sea Bear,0.0,25.0,0.0,50.0,66.66666666666666,28.333333333333332,19
Invader Squash,0.0,0.0,0.0,25.0,50.0,15.0,20
