Home Team,Away Team,Venue,Match Week,Date,Avg Simulated Home Points,Avg Simulated Away Points
M&M Squash,TNG 2,HK Squash Centre,7,2024-11-22,2.3853853853853852,3.6146146146146148
North District Sports Association 2,Squashathon PLZ,Cornwall Street Squash Centre,7,2024-11-22,3.155155155155155,2.844844844844845
Greenfield,Star River 3,Cornwall Street Squash Centre,7,2024-11-22,3.7267267267267266,2.2732732732732734
Royal Hong Kong Yacht Club Div 13,Physical Chess 4,Royal Hong Kong Yacht Club,7,2024-11-22,3.7217217217217216,2.2782782782782784
Arctic Circle,TNG 1,Cornwall Street Squash Centre,7,2024-11-22,2.5475475475475475,3.4524524524524525
Vitality Squash 3,Bravo D13,HK Squash Centre,7,2024-11-22,3.28028028028028,2.71971971971972
Vitality Squash 3,Arctic Circle,Java Road Sports Centre,8,2024-11-29,3.025025025025025,2.974974974974975
Royal Hong Kong Yacht Club Div 13,TNG 1,Royal Hong Kong Yacht Club,8,2024-11-29,3.069069069069069,2.930930930930931
Physical Chess 4,Greenfield,HK Squash Centre,8,2024-11-29,2.6446446446446448,3.3553553553553552
Star River 3,North District Sports Association 2,Cornwall Street Squash Centre,8,2024-11-29,2.6786786786786787,3.3213213213213213
Squashathon PLZ,M&M Squash,Cornwall Street Squash Centre,8,2024-11-29,3.021021021021021,2.978978978978979
Bravo D13,TNG 2,Cornwall Street Squash Centre,8,2024-11-29,2.15015015015015,3.84984984984985
Arctic Circle,Royal Hong Kong Yacht Club Div 13,Pei Ho Street Sports Centre,9,2025-01-03,2.7017017017017015,3.2982982982982985
Vitality Squash 3,Greenfield,HK Squash Centre,9,2025-01-03,2.66966966966967,3.33033033033033
TNG 1,North District Sports Association 2,Cornwall Street Squash Centre,9,2025-01-03,3.5175175175175175,2.4824824824824825
Physical Chess 4,M&M Squash,Cornwall Street Squash Centre,9,2025-01-03,3.066066066066066,2.933933933933934
Star River 3,TNG 2,Kwun Chung Sports Centre,9,2025-01-03,2.2372372372372373,3.7627627627627627
Bravo D13,Squashathon PLZ,HK Squash Centre,9,2025-01-03,2.914914914914915,3.085085085085085
Squashathon PLZ,Star River 3,HK Squash Centre,10,2025-01-10,3.27027027027027,2.72972972972973
TNG 2,Physical Chess 4,Cornwall Street Squash Centre,10,2025-01-10,3.6136136136136137,2.3863863863863863
M&M Squash,TNG 1,HK Squash Centre,10,2025-01-10,2.339339339339339,3.660660660660661
North District Sports Association 2,Vitality Squash 3,Cornwall Street Squash Centre,10,2025-01-10,3.119119119119119,2.880880880880881
Greenfield,Arctic Circle,HK Squash Centre,10,2025-01-10,3.4144144144144146,2.5855855855855854
Royal Hong Kong Yacht Club Div 13,Bravo D13,Royal Hong Kong Yacht Club,10,2025-01-10,3.7677677677677677,2.2322322322322323
TNG 2,TNG 1,Cornwall Street Squash Centre,11,2025-01-17,2.998998998998999,3.001001001001001
Greenfield,Royal Hong Kong Yacht Club Div 13,Tsing Yi Sports Centre,11,2025-01-17,3.114114114114114,2.885885885885886
North District Sports Association 2,Arctic Circle,Pei Ho Street Sports Centre,11,2025-01-17,2.913913913913914,3.086086086086086
M&M Squash,Vitality Squash 3,HK Squash Centre,11,2025-01-17,2.8228228228228227,3.1771771771771773
Squashathon PLZ,Physical Chess 4,Cornwall Street Squash Centre,11,2025-01-17,2.924924924924925,3.075075075075075
Bravo D13,Star River 3,Yuen Long Jockey Club Squash Courts,11,2025-01-17,3.038038038038038,2.961961961961962
Physical Chess 4,Star River 3,HK Squash Centre,12,2025-01-24,3.32032032032032,2.67967967967968
TNG 1,Squashathon PLZ,HK Squash Centre,12,2025-01-24,3.7517517517517516,2.2482482482482484
TNG 2,Vitality Squash 3,Cornwall Street Squash Centre,12,2025-01-24,3.6496496496496498,2.3503503503503502
Arctic Circle,M&M Squash,Pei Ho Street Sports Centre,12,2025-01-24,3.3023023023023024,2.6976976976976976
North District Sports Association 2,Royal Hong Kong Yacht Club Div 13,Pei Ho Street Sports Centre,12,2025-01-24,2.5205205205205203,3.4794794794794797
Greenfield,Bravo D13,Cornwall Street Squash Centre,12,2025-01-24,3.715715715715716,2.284284284284284
Greenfield,North District Sports Association 2,Tsing Yi Sports Centre,13,2025-02-07,3.4624624624624625,2.5375375375375375
M&M Squash,Royal Hong Kong Yacht Club Div 13,Harbour Road Sports Centre,13,2025-02-07,2.359359359359359,3.640640640640641
TNG 2,Arctic Circle,Cornwall Street Squash Centre,13,2025-02-07,3.4644644644644647,2.5355355355355353
Squashathon PLZ,Vitality Squash 3,Cornwall Street Squash Centre,13,2025-02-07,3.034034034034034,2.965965965965966
Star River 3,TNG 1,HK Squash Centre,13,2025-02-07,2.194194194194194,3.805805805805806
Physical Chess 4,Bravo D13,Cornwall Street Squash Centre,13,2025-02-07,3.24024024024024,2.75975975975976
TNG 1,Physical Chess 4,Cornwall Street Squash Centre,14,2025-02-14,3.6416416416416415,2.3583583583583585
Star River 3,Vitality Squash 3,Kwun Chung Sports Centre,14,2025-02-14,2.793793793793794,3.206206206206206
Squashathon PLZ,Arctic Circle,Cornwall Street Squash Centre,14,2025-02-14,2.8228228228228227,3.1771771771771773
TNG 2,Royal Hong Kong Yacht Club Div 13,Cornwall Street Squash Centre,14,2025-02-14,3.09009009009009,2.90990990990991
Greenfield,M&M Squash,Cornwall Street Squash Centre,14,2025-02-14,3.5015015015015014,2.4984984984984986
North District Sports Association 2,Bravo D13,Pei Ho Street Sports Centre,14,2025-02-14,3.4184184184184185,2.5815815815815815
North District Sports Association 2,M&M Squash,Pei Ho Street Sports Centre,15,2025-02-21,3.2622622622622623,2.7377377377377377
TNG 2,Greenfield,Cornwall Street Squash Centre,15,2025-02-21,3.259259259259259,2.740740740740741
Squashathon PLZ,Royal Hong Kong Yacht Club Div 13,Cornwall Street Squash Centre,15,2025-02-21,2.5735735735735736,3.4264264264264264
Star River 3,Arctic Circle,Cornwall Street Squash Centre,15,2025-02-21,2.6566566566566565,3.3433433433433435
Vitality Squash 3,Physical Chess 4,Java Road Sports Centre,15,2025-02-21,3.2112112112112112,2.7887887887887888
Bravo D13,TNG 1,Cornwall Street Squash Centre,15,2025-02-21,2.1721721721721723,3.8278278278278277
Vitality Squash 3,TNG 1,HK Squash Centre,16,2025-02-28,2.5425425425425425,3.4574574574574575
Arctic Circle,Physical Chess 4,HK Squash Centre,16,2025-02-28,3.2672672672672673,2.7327327327327327
Royal Hong Kong Yacht Club Div 13,Star River 3,Royal Hong Kong Yacht Club,16,2025-02-28,3.8578578578578577,2.1421421421421423
Greenfield,Squashathon PLZ,Cornwall Street Squash Centre,16,2025-02-28,3.4504504504504503,2.5495495495495497
North District Sports Association 2,TNG 2,Pei Ho Street Sports Centre,16,2025-02-28,2.5035035035035036,3.4964964964964964
M&M Squash,Bravo D13,HK Squash Centre,16,2025-02-28,3.2512512512512513,2.7487487487487487
TNG 2,M&M Squash,Cornwall Street Squash Centre,17,2025-03-07,3.695695695695696,2.304304304304304
Squashathon PLZ,North District Sports Association 2,Pei Ho Street Sports Centre,17,2025-03-07,2.978978978978979,3.021021021021021
Star River 3,Greenfield,Pei Ho Street Sports Centre,17,2025-03-07,2.295295295295295,3.704704704704705
Physical Chess 4,Royal Hong Kong Yacht Club Div 13,HK Squash Centre,17,2025-03-07,2.5815815815815815,3.4184184184184185
TNG 1,Arctic Circle,Cornwall Street Squash Centre,17,2025-03-07,3.4704704704704703,2.5295295295295297
Bravo D13,Vitality Squash 3,HK Squash Centre,17,2025-03-07,2.725725725725726,3.274274274274274
Arctic Circle,Vitality Squash 3,Cornwall Street Squash Centre,18,2025-03-14,3.1721721721721723,2.8278278278278277
