Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Kowloon Cricket Club L2,10,9,1,38,29,11,0,0,0,2
Hong Kong Football Club L2B,10,9,1,37,28,12,0,1,0,0
JESSICA L2,10,6,4,35,29,11,0,1,0,0
Hong Kong Football Club L2A,10,1,9,17,16,24,1,0,0,0
Hong Kong Cricket Club L2,10,3,7,13,10,30,0,0,0,0
Hong Kong Football Club L2C,10,2,8,8,8,32,1,0,2,0
