Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Kowloon Cricket Club 1A,10,8,2,28,21,9,1,1,1,0
Hong Kong Cricket Club 1,10,8,2,26,18,12,0,0,0,0
Hong Kong Football Club 1A,10,6,4,23,17,13,0,0,0,0
FWD,10,4,6,19,15,15,0,0,0,1
Hong Kong Football Club 1B,10,2,8,12,10,20,0,1,0,0
Kowloon Cricket Club 1B,10,2,8,11,9,21,1,0,0,0
