Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Hong Kong Cricket Club D10,14.444444444444443,15.555555555555557,45.55555555555556,47.77777777777778,34.92063492063493,31.650793650793645
Thunder 2,60.0,-15.0,-5.0,40.0,25.0,21.0
i-Mask Advance Squash Club 4,-30.0,20.0,40.0,55.0,0.0,16.999999999999996
Mercury,1.7857142857142847,17.857142857142854,16.07142857142857,28.57142857142857,16.66666666666667,16.19047619047619
Bravo D10,35.0,-5.0,15.0,40.0,-25.0,12.0
Kwai Tsing District Squash Club,20.0,20.0,0.0,0.0,15.0,11.0
Sha Tin 4,0.0,0.0,25.0,25.0,0.0,10.0
Banbil,28.57142857142857,-14.285714285714285,0.0,14.285714285714292,-6.666666666666671,4.38095238095238
RELAY 1,0.0,0.0,-5.0,-5.0,-16.66666666666667,-5.333333333333343
United Services Recreation Club 3,-40.0,0.0,-20.0,20.0,10.0,-6.0
Squashathon Advance,14.285714285714285,-28.57142857142857,-28.57142857142857,28.57142857142857,-50.0,-12.857142857142858
