Team,Played,Won,Lost,Points
Kowloon Cricket Club M3,18,17,1,91
Hong Kong Football Club M3A,18,12,6,77
Hong Kong Cricket Club M3,18,11,7,65
Hong Kong Football Club M3B,18,11,7,61
Royal Hong Kong Yacht Club M3,18,8,10,47
Titlows Squash Master,18,2,16,19
OSF,18,2,16,18
