Team,Played,Won,Lost,Points
Squashathon Junior,21,15,6,91
Dream Catchers,21,17,4,86
Happy Squash 5,21,15,6,82
TKO Junior 2,21,14,7,76
Vitality Squash 3,21,8,13,47
Electrify Squash Div 15,21,7,14,41
RC,21,6,15,30
NEXUS 4,21,3,18,28
