Team,Played,Won,Lost,Points
i-Mask Advance Squash Club 2,18,15,3,81
Sha Tin 3,18,14,4,77
Squashathon Zero,18,11,7,67
Physical Chess 3,18,10,8,58
Kinetic 2,18,7,11,46
TOMCAT,18,5,13,37
LONGVIEW,18,1,17,10
